COU,country,VAR,Variable,YEA,year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,pollution_rate,Flag Codes,Flags
LVA,Latvia,PUB,Public water supply,2015,2015,M3,Cubic metres,6,Millions,,,74.112,,
LVA,Latvia,PUB,Public water supply,2016,2016,M3,Cubic metres,6,Millions,,,81.344,,
LVA,Latvia,PUB,Public water supply,2017,2017,M3,Cubic metres,6,Millions,,,93.569,,
LVA,Latvia,PUB,Public water supply,2018,2018,M3,Cubic metres,6,Millions,,,99.072,,
LVA,Latvia,PUB,Public water supply,2019,2019,M3,Cubic metres,6,Millions,,,98.159,,
LVA,Latvia,PUB,Public water supply,2020,2020,M3,Cubic metres,6,Millions,,,73.601,,
LVA,Latvia,PUB,Public water supply,2021,2021,M3,Cubic metres,6,Millions,,,37.757,,
ITA,Italy,PUB_PAPER,Public water supply for paper products,2015,2015,M3,Cubic metres,6,Millions,,,23.213,,
LTU,Lithuania,NF_AQU,Abstractions for aquaculture. Non-freshwater,2000,2000,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,NF_AQU,Abstractions for aquaculture. Non-freshwater,2005,2005,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,NF_AQU,Abstractions for aquaculture. Non-freshwater,2010,2010,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,NF_AQU,Abstractions for aquaculture. Non-freshwater,2015,2015,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,NF_AQU,Abstractions for aquaculture. Non-freshwater,2016,2016,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,NF_AQU,Abstractions for aquaculture. Non-freshwater,2017,2017,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,NF_AQU,Abstractions for aquaculture. Non-freshwater,2018,2018,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,NF_AQU,Abstractions for aquaculture. Non-freshwater,2019,2019,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,NF_AQU,Abstractions for aquaculture. Non-freshwater,2020,2020,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,NF_AQU,Abstractions for aquaculture. Non-freshwater,2021,2021,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,SELF_PAPER,Self- and other supply for paper products,2010,2010,M3,Cubic metres,6,Millions,,,1.831,,
LTU,Lithuania,SELF_PAPER,Self- and other supply for paper products,2015,2015,M3,Cubic metres,6,Millions,,,1.52,,
LTU,Lithuania,SELF_PAPER,Self- and other supply for paper products,2016,2016,M3,Cubic metres,6,Millions,,,1.392,,
LTU,Lithuania,SELF_PAPER,Self- and other supply for paper products,2017,2017,M3,Cubic metres,6,Millions,,,1.555,,
LTU,Lithuania,SELF_PAPER,Self- and other supply for paper products,2018,2018,M3,Cubic metres,6,Millions,,,1.615,,
LTU,Lithuania,SELF_PAPER,Self- and other supply for paper products,2019,2019,M3,Cubic metres,6,Millions,,,1.663,,
LTU,Lithuania,SELF_PAPER,Self- and other supply for paper products,2020,2020,M3,Cubic metres,6,Millions,,,1.455,,
LTU,Lithuania,SELF_PAPER,Self- and other supply for paper products,2021,2021,M3,Cubic metres,6,Millions,,,1.405,,
AUT,Austria,IMP,Imported water,2000,2000,M3,Cubic metres,6,Millions,,,0,,
AUT,Austria,IMP,Imported water,2005,2005,M3,Cubic metres,6,Millions,,,0,,
AUT,Austria,IMP,Imported water,2010,2010,M3,Cubic metres,6,Millions,,,0,,
AUT,Austria,IMP,Imported water,2015,2015,M3,Cubic metres,6,Millions,,,0,,
AUT,Austria,IMP,Imported water,2016,2016,M3,Cubic metres,6,Millions,,,0,,
AUT,Austria,IMP,Imported water,2017,2017,M3,Cubic metres,6,Millions,,,0,,
AUT,Austria,IMP,Imported water,2018,2018,M3,Cubic metres,6,Millions,,,0,,
AUT,Austria,IMP,Imported water,2019,2019,M3,Cubic metres,6,Millions,,,0,,
AUT,Austria,IMP,Imported water,2020,2020,M3,Cubic metres,6,Millions,,,0,,
AUT,Austria,IMP,Imported water,2021,2021,M3,Cubic metres,6,Millions,,,0,,
FIN,Finland,PUB_MINE,Public water supply for mining and quarrying,2015,2015,M3,Cubic metres,6,Millions,,,0.1,,
FIN,Finland,PUB_MINE,Public water supply for mining and quarrying,2016,2016,M3,Cubic metres,6,Millions,,,0.1,,
FIN,Finland,PUB_MINE,Public water supply for mining and quarrying,2017,2017,M3,Cubic metres,6,Millions,,,0,,
FIN,Finland,PUB_MINE,Public water supply for mining and quarrying,2018,2018,M3,Cubic metres,6,Millions,,,0.12,,
FIN,Finland,PUB_MINE,Public water supply for mining and quarrying,2019,2019,M3,Cubic metres,6,Millions,,,0.154,,
FIN,Finland,PUB_MINE,Public water supply for mining and quarrying,2020,2020,M3,Cubic metres,6,Millions,,,0.067,,
FIN,Finland,PUB_MINE,Public water supply for mining and quarrying,2021,2021,M3,Cubic metres,6,Millions,,,0.14,,
FRA,France,NF_SER,Abstractions for services - non-freshwater,2020,2020,M3,Cubic metres,6,Millions,,,1.338,,
GRC,Greece,SELF_ELECCOOL,Self- and other supply for electricity production (cooling),2010,2010,M3,Cubic metres,6,Millions,,,1146.05,,
GRC,Greece,SELF_ELECCOOL,Self- and other supply for electricity production (cooling),2015,2015,M3,Cubic metres,6,Millions,,,1046,,
GRC,Greece,SELF_ELECCOOL,Self- and other supply for electricity production (cooling),2016,2016,M3,Cubic metres,6,Millions,,,879.571,,
GRC,Greece,SELF_ELECCOOL,Self- and other supply for electricity production (cooling),2017,2017,M3,Cubic metres,6,Millions,,,1065.87,,
GRC,Greece,SELF_ELECCOOL,Self- and other supply for electricity production (cooling),2018,2018,M3,Cubic metres,6,Millions,,,962.34,,
GRC,Greece,SELF_ELECCOOL,Self- and other supply for electricity production (cooling),2019,2019,M3,Cubic metres,6,Millions,,,1003.696,,
GRC,Greece,SELF_ELECCOOL,Self- and other supply for electricity production (cooling),2020,2020,M3,Cubic metres,6,Millions,,,1099.83,,
GRC,Greece,SELF_ELECCOOL,Self- and other supply for electricity production (cooling),2021,2021,M3,Cubic metres,6,Millions,,,1225.15,,
LTU,Lithuania,HYDRO,Abstractions for hydro-electricity,2000,2000,M3,Cubic metres,6,Millions,,,1299.82,,
LTU,Lithuania,HYDRO,Abstractions for hydro-electricity,2005,2005,M3,Cubic metres,6,Millions,,,1546,,
LTU,Lithuania,HYDRO,Abstractions for hydro-electricity,2010,2010,M3,Cubic metres,6,Millions,,,3151.293,,
LTU,Lithuania,HYDRO,Abstractions for hydro-electricity,2015,2015,M3,Cubic metres,6,Millions,,,2362.461,,
LTU,Lithuania,HYDRO,Abstractions for hydro-electricity,2016,2016,M3,Cubic metres,6,Millions,,,2434.338,,
LTU,Lithuania,HYDRO,Abstractions for hydro-electricity,2017,2017,M3,Cubic metres,6,Millions,,,2451.792,,
LTU,Lithuania,HYDRO,Abstractions for hydro-electricity,2018,2018,M3,Cubic metres,6,Millions,,,2252.233,,
LTU,Lithuania,HYDRO,Abstractions for hydro-electricity,2019,2019,M3,Cubic metres,6,Millions,,,2430.691,,
LTU,Lithuania,HYDRO,Abstractions for hydro-electricity,2020,2020,M3,Cubic metres,6,Millions,,,3169.405,,
LTU,Lithuania,HYDRO,Abstractions for hydro-electricity,2021,2021,M3,Cubic metres,6,Millions,,,2951.477,,
LVA,Latvia,PUB_TR,Public water supply transport vehicles and equipment,2000,2000,M3,Cubic metres,6,Millions,,,0.041,,
LVA,Latvia,PUB_TR,Public water supply transport vehicles and equipment,2005,2005,M3,Cubic metres,6,Millions,,,0.036,,
LVA,Latvia,PUB_TR,Public water supply transport vehicles and equipment,2010,2010,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,PUB_TR,Public water supply transport vehicles and equipment,2015,2015,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,PUB_TR,Public water supply transport vehicles and equipment,2016,2016,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,PUB_TR,Public water supply transport vehicles and equipment,2017,2017,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,PUB_TR,Public water supply transport vehicles and equipment,2018,2018,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,PUB_TR,Public water supply transport vehicles and equipment,2019,2019,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,PUB_TR,Public water supply transport vehicles and equipment,2020,2020,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,PUB_TR,Public water supply transport vehicles and equipment,2021,2021,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,PUB_COOL_MANU,Public water supply for cooling (manufacturing),2015,2015,M3,Cubic metres,6,Millions,,,0.736,,
LTU,Lithuania,PUB_COOL_MANU,Public water supply for cooling (manufacturing),2016,2016,M3,Cubic metres,6,Millions,,,0.688,,
LTU,Lithuania,PUB_COOL_MANU,Public water supply for cooling (manufacturing),2017,2017,M3,Cubic metres,6,Millions,,,0.657,,
LTU,Lithuania,PUB_COOL_MANU,Public water supply for cooling (manufacturing),2018,2018,M3,Cubic metres,6,Millions,,,0.698,,
LTU,Lithuania,PUB_COOL_MANU,Public water supply for cooling (manufacturing),2019,2019,M3,Cubic metres,6,Millions,,,0.688,,
LTU,Lithuania,PUB_COOL_MANU,Public water supply for cooling (manufacturing),2020,2020,M3,Cubic metres,6,Millions,,,0.577,,
LTU,Lithuania,PUB_COOL_MANU,Public water supply for cooling (manufacturing),2021,2021,M3,Cubic metres,6,Millions,,,0.616,,
CAN,Canada,PUB_CONST,Public water supply for construction,2015,2015,M3,Cubic metres,6,Millions,,,8.72,,
CAN,Canada,PUB_CONST,Public water supply for construction,2017,2017,M3,Cubic metres,6,Millions,,,7.63,,
TUR,Türkiye,NF_AGR,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2015,2015,M3,Cubic metres,6,Millions,,,505,,
TUR,Türkiye,NF_AGR,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2016,2016,M3,Cubic metres,6,Millions,,,505,,
TUR,Türkiye,NF_AGR,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2017,2017,M3,Cubic metres,6,Millions,,,505,,
TUR,Türkiye,NF_AGR,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2018,2018,M3,Cubic metres,6,Millions,,,505,,
TUR,Türkiye,NF_AGR,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2019,2019,M3,Cubic metres,6,Millions,,,505,,
TUR,Türkiye,NF_AGR,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2020,2020,M3,Cubic metres,6,Millions,,,505,,
TUR,Türkiye,NF_AGR,"Abstractions for agriculture, forestry, fishing. Non-freshwater",2021,2021,M3,Cubic metres,6,Millions,,,505,,
LVA,Latvia,SELF_INDCON,Self- and other supply for industry and contruction,2000,2000,M3,Cubic metres,6,Millions,,,58.223,,
LVA,Latvia,SELF_INDCON,Self- and other supply for industry and contruction,2005,2005,M3,Cubic metres,6,Millions,,,51.377,,
LVA,Latvia,SELF_INDCON,Self- and other supply for industry and contruction,2010,2010,M3,Cubic metres,6,Millions,,,43.419,,
LVA,Latvia,SELF_INDCON,Self- and other supply for industry and contruction,2015,2015,M3,Cubic metres,6,Millions,,,25.62,,
LVA,Latvia,SELF_INDCON,Self- and other supply for industry and contruction,2016,2016,M3,Cubic metres,6,Millions,,,23.811,,
LVA,Latvia,SELF_INDCON,Self- and other supply for industry and contruction,2017,2017,M3,Cubic metres,6,Millions,,,22.374,,
LVA,Latvia,SELF_INDCON,Self- and other supply for industry and contruction,2018,2018,M3,Cubic metres,6,Millions,,,22.944,,
LVA,Latvia,SELF_INDCON,Self- and other supply for industry and contruction,2019,2019,M3,Cubic metres,6,Millions,,,19.899,,
LVA,Latvia,SELF_INDCON,Self- and other supply for industry and contruction,2020,2020,M3,Cubic metres,6,Millions,,,21.576,,
LVA,Latvia,SELF_INDCON,Self- and other supply for industry and contruction,2021,2021,M3,Cubic metres,6,Millions,,,23.754,,
LTU,Lithuania,SELF_SER,Self- and other supply - Services,2010,2010,M3,Cubic metres,6,Millions,,,2.4,,
LTU,Lithuania,SELF_SER,Self- and other supply - Services,2015,2015,M3,Cubic metres,6,Millions,,,40.041,,
LTU,Lithuania,SELF_SER,Self- and other supply - Services,2016,2016,M3,Cubic metres,6,Millions,,,47.118,,
LTU,Lithuania,SELF_SER,Self- and other supply - Services,2017,2017,M3,Cubic metres,6,Millions,,,57.249,,
LTU,Lithuania,SELF_SER,Self- and other supply - Services,2018,2018,M3,Cubic metres,6,Millions,,,54.693,,
LTU,Lithuania,SELF_SER,Self- and other supply - Services,2019,2019,M3,Cubic metres,6,Millions,,,62.542,,
LTU,Lithuania,SELF_SER,Self- and other supply - Services,2020,2020,M3,Cubic metres,6,Millions,,,68.859,,
LTU,Lithuania,SELF_SER,Self- and other supply - Services,2021,2021,M3,Cubic metres,6,Millions,,,70.473,,
LVA,Latvia,REUSE_IRR,Abstractions for irrigation. Reused water,1990,1990,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,REUSE_IRR,Abstractions for irrigation. Reused water,1995,1995,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,REUSE_IRR,Abstractions for irrigation. Reused water,2000,2000,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,REUSE_IRR,Abstractions for irrigation. Reused water,2005,2005,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,REUSE_IRR,Abstractions for irrigation. Reused water,2010,2010,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,REUSE_IRR,Abstractions for irrigation. Reused water,2015,2015,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,REUSE_IRR,Abstractions for irrigation. Reused water,2016,2016,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,REUSE_IRR,Abstractions for irrigation. Reused water,2017,2017,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,REUSE_IRR,Abstractions for irrigation. Reused water,2018,2018,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,REUSE_IRR,Abstractions for irrigation. Reused water,2019,2019,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,SELF,Self- and other supply ,2010,2010,M3,Cubic metres,6,Millions,,,509.275,,
LTU,Lithuania,SELF,Self- and other supply ,2015,2015,M3,Cubic metres,6,Millions,,,293.705,,
LTU,Lithuania,SELF,Self- and other supply ,2016,2016,M3,Cubic metres,6,Millions,,,226.602,,
LTU,Lithuania,SELF,Self- and other supply ,2017,2017,M3,Cubic metres,6,Millions,,,188.65,,
LTU,Lithuania,SELF,Self- and other supply ,2018,2018,M3,Cubic metres,6,Millions,,,176.392,,
LTU,Lithuania,SELF,Self- and other supply ,2019,2019,M3,Cubic metres,6,Millions,,,181.931,,
LTU,Lithuania,SELF,Self- and other supply ,2020,2020,M3,Cubic metres,6,Millions,,,311.047,,
LTU,Lithuania,SELF,Self- and other supply ,2021,2021,M3,Cubic metres,6,Millions,,,267.77,,
GRC,Greece,PUB_MANU,Public water supply for total manufacturing,2015,2015,M3,Cubic metres,6,Millions,,,73.38,,
GRC,Greece,PUB_MANU,Public water supply for total manufacturing,2016,2016,M3,Cubic metres,6,Millions,,,120.45,,
GRC,Greece,PUB_MANU,Public water supply for total manufacturing,2017,2017,M3,Cubic metres,6,Millions,,,120.45,,
GRC,Greece,PUB_MANU,Public water supply for total manufacturing,2018,2018,M3,Cubic metres,6,Millions,,,120.45,,
GRC,Greece,PUB_MANU,Public water supply for total manufacturing,2019,2019,M3,Cubic metres,6,Millions,,,120.45,,
GRC,Greece,PUB_MANU,Public water supply for total manufacturing,2020,2020,M3,Cubic metres,6,Millions,,,120.45,,
GRC,Greece,PUB_MANU,Public water supply for total manufacturing,2021,2021,M3,Cubic metres,6,Millions,,,120.45,,
ITA,Italy,PUB_MINE,Public water supply for mining and quarrying,2015,2015,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,PUB_HH,Public water supply for households,2000,2000,M3,Cubic metres,6,Millions,,,87.783,,
LVA,Latvia,PUB_HH,Public water supply for households,2005,2005,M3,Cubic metres,6,Millions,,,86.39,,
LVA,Latvia,PUB_HH,Public water supply for households,2010,2010,M3,Cubic metres,6,Millions,,,80.72,,
LVA,Latvia,PUB_HH,Public water supply for households,2015,2015,M3,Cubic metres,6,Millions,,,72.778,,
LVA,Latvia,PUB_HH,Public water supply for households,2016,2016,M3,Cubic metres,6,Millions,,,80.514,,
LVA,Latvia,PUB_HH,Public water supply for households,2017,2017,M3,Cubic metres,6,Millions,,,92.677,,
LVA,Latvia,PUB_HH,Public water supply for households,2018,2018,M3,Cubic metres,6,Millions,,,98.203,,
LVA,Latvia,PUB_HH,Public water supply for households,2019,2019,M3,Cubic metres,6,Millions,,,97.34,,
LVA,Latvia,PUB_HH,Public water supply for households,2020,2020,M3,Cubic metres,6,Millions,,,72.903,,
LVA,Latvia,PUB_HH,Public water supply for households,2021,2021,M3,Cubic metres,6,Millions,,,36.873,,
SVN,Slovenia,NF_ELECCOOL,Electricity production (cooling). Non-freshwater,2000,2000,M3,Cubic metres,6,Millions,,,0,E,Estimated value
SVN,Slovenia,NF_ELECCOOL,Electricity production (cooling). Non-freshwater,2005,2005,M3,Cubic metres,6,Millions,,,0,E,Estimated value
SVN,Slovenia,NF_ELECCOOL,Electricity production (cooling). Non-freshwater,2010,2010,M3,Cubic metres,6,Millions,,,0,,
SVN,Slovenia,NF_ELECCOOL,Electricity production (cooling). Non-freshwater,2015,2015,M3,Cubic metres,6,Millions,,,0,,
SVN,Slovenia,NF_ELECCOOL,Electricity production (cooling). Non-freshwater,2016,2016,M3,Cubic metres,6,Millions,,,0,,
SVN,Slovenia,NF_ELECCOOL,Electricity production (cooling). Non-freshwater,2017,2017,M3,Cubic metres,6,Millions,,,0,,
SVN,Slovenia,NF_ELECCOOL,Electricity production (cooling). Non-freshwater,2018,2018,M3,Cubic metres,6,Millions,,,0,,
SVN,Slovenia,NF_ELECCOOL,Electricity production (cooling). Non-freshwater,2019,2019,M3,Cubic metres,6,Millions,,,0,,
SVN,Slovenia,NF_ELECCOOL,Electricity production (cooling). Non-freshwater,2020,2020,M3,Cubic metres,6,Millions,,,0,,
SVN,Slovenia,NF_ELECCOOL,Electricity production (cooling). Non-freshwater,2021,2021,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,PUB_IND,Public water supply for industrial activities,2005,2005,M3,Cubic metres,6,Millions,,,19.446,,
LTU,Lithuania,PUB_IND,Public water supply for industrial activities,2010,2010,M3,Cubic metres,6,Millions,,,8.57,,
LTU,Lithuania,PUB_IND,Public water supply for industrial activities,2015,2015,M3,Cubic metres,6,Millions,,,9.25,,
LTU,Lithuania,PUB_IND,Public water supply for industrial activities,2016,2016,M3,Cubic metres,6,Millions,,,9.05,,
LTU,Lithuania,PUB_IND,Public water supply for industrial activities,2017,2017,M3,Cubic metres,6,Millions,,,9.14,,
LTU,Lithuania,PUB_IND,Public water supply for industrial activities,2018,2018,M3,Cubic metres,6,Millions,,,9.99,,
LTU,Lithuania,PUB_IND,Public water supply for industrial activities,2019,2019,M3,Cubic metres,6,Millions,,,10.86,,
LTU,Lithuania,PUB_IND,Public water supply for industrial activities,2020,2020,M3,Cubic metres,6,Millions,,,10.54,,
LVA,Latvia,SELF_MET,Self- and other supply for basic metals,2000,2000,M3,Cubic metres,6,Millions,,,1.074,,
LVA,Latvia,SELF_MET,Self- and other supply for basic metals,2005,2005,M3,Cubic metres,6,Millions,,,1.651,,
LVA,Latvia,SELF_MET,Self- and other supply for basic metals,2010,2010,M3,Cubic metres,6,Millions,,,2.584,,
LVA,Latvia,SELF_MET,Self- and other supply for basic metals,2015,2015,M3,Cubic metres,6,Millions,,,0.049,,
LVA,Latvia,SELF_MET,Self- and other supply for basic metals,2016,2016,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,SELF_MET,Self- and other supply for basic metals,2017,2017,M3,Cubic metres,6,Millions,,,0.002,,
LVA,Latvia,SELF_MET,Self- and other supply for basic metals,2018,2018,M3,Cubic metres,6,Millions,,,0.003,,
LVA,Latvia,SELF_MET,Self- and other supply for basic metals,2019,2019,M3,Cubic metres,6,Millions,,,0.002,,
LVA,Latvia,SELF_MET,Self- and other supply for basic metals,2020,2020,M3,Cubic metres,6,Millions,,,0.002,,
LVA,Latvia,SELF_MET,Self- and other supply for basic metals,2021,2021,M3,Cubic metres,6,Millions,,,0.005,,
ITA,Italy,SELF_OTHER,Self- and other supply - Other manufacturing,2015,2015,M3,Cubic metres,6,Millions,,,1568.82,,
LTU,Lithuania,SELF_ELEC,Self- and other supply for electricity production and distribution,2010,2010,M3,Cubic metres,6,Millions,,,394.911,,
LTU,Lithuania,SELF_ELEC,Self- and other supply for electricity production and distribution,2015,2015,M3,Cubic metres,6,Millions,,,143.787,,
LTU,Lithuania,SELF_ELEC,Self- and other supply for electricity production and distribution,2016,2016,M3,Cubic metres,6,Millions,,,72.03,,
LTU,Lithuania,SELF_ELEC,Self- and other supply for electricity production and distribution,2017,2017,M3,Cubic metres,6,Millions,,,22.638,,
LTU,Lithuania,SELF_ELEC,Self- and other supply for electricity production and distribution,2018,2018,M3,Cubic metres,6,Millions,,,15.481,,
LTU,Lithuania,SELF_ELEC,Self- and other supply for electricity production and distribution,2019,2019,M3,Cubic metres,6,Millions,,,12.578,,
LTU,Lithuania,SELF_ELEC,Self- and other supply for electricity production and distribution,2020,2020,M3,Cubic metres,6,Millions,,,131.26,,
LTU,Lithuania,SELF_ELEC,Self- and other supply for electricity production and distribution,2021,2021,M3,Cubic metres,6,Millions,,,87.589,,
GRC,Greece,SELF_HH,Self- and other supply - Households,2015,2015,M3,Cubic metres,6,Millions,,,0,,
GRC,Greece,SELF_HH,Self- and other supply - Households,2016,2016,M3,Cubic metres,6,Millions,,,0,,
GRC,Greece,SELF_HH,Self- and other supply - Households,2017,2017,M3,Cubic metres,6,Millions,,,0,,
GRC,Greece,SELF_HH,Self- and other supply - Households,2018,2018,M3,Cubic metres,6,Millions,,,0,,
GRC,Greece,SELF_HH,Self- and other supply - Households,2019,2019,M3,Cubic metres,6,Millions,,,0,,
GRC,Greece,SELF_HH,Self- and other supply - Households,2020,2020,M3,Cubic metres,6,Millions,,,0,,
GRC,Greece,SELF_HH,Self- and other supply - Households,2021,2021,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,EXP,Exported water,2000,2000,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,EXP,Exported water,2005,2005,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,EXP,Exported water,2010,2010,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,EXP,Exported water,2015,2015,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,EXP,Exported water,2016,2016,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,EXP,Exported water,2017,2017,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,EXP,Exported water,2018,2018,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,EXP,Exported water,2019,2019,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,EXP,Exported water,2020,2020,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,EXP,Exported water,2021,2021,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,SELF_TEX,Self- and other supply for textiles,2000,2000,M3,Cubic metres,6,Millions,,,0.767,,
LVA,Latvia,SELF_TEX,Self- and other supply for textiles,2005,2005,M3,Cubic metres,6,Millions,,,0.482,,
LVA,Latvia,SELF_TEX,Self- and other supply for textiles,2010,2010,M3,Cubic metres,6,Millions,,,0.816,,
LVA,Latvia,SELF_TEX,Self- and other supply for textiles,2015,2015,M3,Cubic metres,6,Millions,,,0.025,,
LVA,Latvia,SELF_TEX,Self- and other supply for textiles,2016,2016,M3,Cubic metres,6,Millions,,,0.025,,
LVA,Latvia,SELF_TEX,Self- and other supply for textiles,2017,2017,M3,Cubic metres,6,Millions,,,0.023,,
LVA,Latvia,SELF_TEX,Self- and other supply for textiles,2018,2018,M3,Cubic metres,6,Millions,,,0.019,,
LVA,Latvia,SELF_TEX,Self- and other supply for textiles,2019,2019,M3,Cubic metres,6,Millions,,,0.021,,
LVA,Latvia,SELF_TEX,Self- and other supply for textiles,2020,2020,M3,Cubic metres,6,Millions,,,0.02,,
LVA,Latvia,SELF_TEX,Self- and other supply for textiles,2021,2021,M3,Cubic metres,6,Millions,,,0.027,,
LUX,Luxembourg,SELF_MANUCOOL,Self- and other supply for manufacturing (cooling),2015,2015,M3,Cubic metres,6,Millions,,,0.873,,
LUX,Luxembourg,SELF_MANUCOOL,Self- and other supply for manufacturing (cooling),2016,2016,M3,Cubic metres,6,Millions,,,0.42,,
LUX,Luxembourg,SELF_MANUCOOL,Self- and other supply for manufacturing (cooling),2017,2017,M3,Cubic metres,6,Millions,,,0.98,,
LUX,Luxembourg,SELF_MANUCOOL,Self- and other supply for manufacturing (cooling),2018,2018,M3,Cubic metres,6,Millions,,,0.44,,
LUX,Luxembourg,SELF_MANUCOOL,Self- and other supply for manufacturing (cooling),2019,2019,M3,Cubic metres,6,Millions,,,2.01,,
LUX,Luxembourg,SELF_MANUCOOL,Self- and other supply for manufacturing (cooling),2020,2020,M3,Cubic metres,6,Millions,,,1.822,,
LTU,Lithuania,IMP,Imported water,2000,2000,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,IMP,Imported water,2005,2005,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,IMP,Imported water,2010,2010,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,IMP,Imported water,2015,2015,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,IMP,Imported water,2016,2016,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,IMP,Imported water,2017,2017,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,IMP,Imported water,2018,2018,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,IMP,Imported water,2019,2019,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,IMP,Imported water,2020,2020,M3,Cubic metres,6,Millions,,,0,,
LTU,Lithuania,IMP,Imported water,2021,2021,M3,Cubic metres,6,Millions,,,0,,
LVA,Latvia,PUB_CONMAN,Public water supply for industry and construction,2000,2000,M3,Cubic metres,6,Millions,,,3.173,,
LVA,Latvia,PUB_CONMAN,Public water supply for industry and construction,2005,2005,M3,Cubic metres,6,Millions,,,1.583,,
LVA,Latvia,PUB_CONMAN,Public water supply for industry and construction,2010,2010,M3,Cubic metres,6,Millions,,,0.213,,
LVA,Latvia,PUB_CONMAN,Public water supply for industry and construction,2015,2015,M3,Cubic metres,6,Millions,,,0.745,,
LVA,Latvia,PUB_CONMAN,Public water supply for industry and construction,2016,2016,M3,Cubic metres,6,Millions,,,0.56,,
LVA,Latvia,PUB_CONMAN,Public water supply for industry and construction,2017,2017,M3,Cubic metres,6,Millions,,,0.602,,
LVA,Latvia,PUB_CONMAN,Public water supply for industry and construction,2018,2018,M3,Cubic metres,6,Millions,,,0.639,,
LVA,Latvia,PUB_CONMAN,Public water supply for industry and construction,2019,2019,M3,Cubic metres,6,Millions,,,0.618,,
LVA,Latvia,PUB_CONMAN,Public water supply for industry and construction,2020,2020,M3,Cubic metres,6,Millions,,,0.497,,
LVA,Latvia,PUB_CONMAN,Public water supply for industry and construction,2021,2021,M3,Cubic metres,6,Millions,,,0.548,,
SWE,Sweden,NF_IRR,Abstractions for irrigation. Non-freshwater,2000,2000,M3,Cubic metres,6,Millions,,,0,,
SWE,Sweden,NF_IRR,Abstractions for irrigation. Non-freshwater,2005,2005,M3,Cubic metres,6,Millions,,,0,,
SWE,Sweden,NF_IRR,Abstractions for irrigation. Non-freshwater,2010,2010,M3,Cubic metres,6,Millions,,,0,,
