COU,country,VAR,Variable,YEA,year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,pollution_rate,Flag Codes,Flags
HUN,Hungary,PUB_CONMAN,Public water supply for industry and construction,1995,1995,M3,Cubic metres,6,Millions,,,75.3,,
HUN,Hungary,PUB_CONMAN,Public water supply for industry and construction,2005,2005,M3,Cubic metres,6,Millions,,,44.3,,
HUN,Hungary,PUB_CONMAN,Public water supply for industry and construction,2010,2010,M3,Cubic metres,6,Millions,,,63.1,,
HUN,Hungary,PUB_CONMAN,Public water supply for industry and construction,2015,2015,M3,Cubic metres,6,Millions,,,58.747,,
HUN,Hungary,PUB_CONMAN,Public water supply for industry and construction,2016,2016,M3,Cubic metres,6,Millions,,,58.199,,
HUN,Hungary,PUB_CONMAN,Public water supply for industry and construction,2017,2017,M3,Cubic metres,6,Millions,,,60.065,,
HUN,Hungary,PUB_CONMAN,Public water supply for industry and construction,2018,2018,M3,Cubic metres,6,Millions,,,63.277,,
HUN,Hungary,PUB_CONMAN,Public water supply for industry and construction,2019,2019,M3,Cubic metres,6,Millions,,,63.086,,
HUN,Hungary,PUB_CONMAN,Public water supply for industry and construction,2020,2020,M3,Cubic metres,6,Millions,,,55.794,,
HUN,Hungary,PUB_CONMAN,Public water supply for industry and construction,2021,2021,M3,Cubic metres,6,Millions,,,57.004,,
HUN,Hungary,SELF_AGR,"Self- and other supply for agriculture, fishing and forestry",2000,2000,M3,Cubic metres,6,Millions,,,567.1,,
HUN,Hungary,SELF_AGR,"Self- and other supply for agriculture, fishing and forestry",2005,2005,M3,Cubic metres,6,Millions,,,359.1,,
ISL,Iceland,PUB,Public water supply,1980,1980,M3,Cubic metres,6,Millions,,,62,,
ISL,Iceland,PUB,Public water supply,1985,1985,M3,Cubic metres,6,Millions,,,71,,
ISL,Iceland,PUB,Public water supply,1995,1995,M3,Cubic metres,6,Millions,,,62,,
ISL,Iceland,PUB_MANU,Public water supply for total manufacturing,1995,1995,M3,Cubic metres,6,Millions,,,4,,
ISL,Iceland,PUB_HH,Public water supply for households,1980,1980,M3,Cubic metres,6,Millions,,,25,,
ISL,Iceland,PUB_HH,Public water supply for households,1985,1985,M3,Cubic metres,6,Millions,,,27,,
ISL,Iceland,PUB_HH,Public water supply for households,1995,1995,M3,Cubic metres,6,Millions,,,30,,
ISL,Iceland,PUB_CONMAN,Public water supply for industry and construction,1995,1995,M3,Cubic metres,6,Millions,,,4,,
ITA,Italy,PUB,Public water supply,1990,1990,M3,Cubic metres,6,Millions,,,5796.7,,
ITA,Italy,PUB,Public water supply,2005,2005,M3,Cubic metres,6,Millions,,,5369.2,,
ITA,Italy,PUB,Public water supply,2015,2015,M3,Cubic metres,6,Millions,,,4874.673,,
ITA,Italy,PUB,Public water supply,2018,2018,M3,Cubic metres,6,Millions,,,4748.67,,
ITA,Italy,PUB,Public water supply,2020,2020,M3,Cubic metres,6,Millions,,,4687.37,,
ITA,Italy,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2015,2015,M3,Cubic metres,6,Millions,,,43.597,,
ITA,Italy,PUB_MANU,Public water supply for total manufacturing,2015,2015,M3,Cubic metres,6,Millions,,,323.751,,
ITA,Italy,PUB_HH,Public water supply for households,1990,1990,M3,Cubic metres,6,Millions,,,4439.7,,
ITA,Italy,PUB_HH,Public water supply for households,2015,2015,M3,Cubic metres,6,Millions,,,3685.253,,
ITA,Italy,PUB_SER,Public water supply for services,1990,1990,M3,Cubic metres,6,Millions,,,511.6,,
ITA,Italy,PUB_SER,Public water supply for services,2015,2015,M3,Cubic metres,6,Millions,,,822.07,,
ITA,Italy,PUB_CONMAN,Public water supply for industry and construction,1990,1990,M3,Cubic metres,6,Millions,,,845.4,,
ITA,Italy,PUB_DES,Water abstraction for public water supply. Desalinated water,2005,2005,M3,Cubic metres,6,Millions,,,6.04,,
ITA,Italy,PUB_DES,Water abstraction for public water supply. Desalinated water,2015,2015,M3,Cubic metres,6,Millions,,,4.33,,
ITA,Italy,PUB_DES,Water abstraction for public water supply. Desalinated water,2016,2016,M3,Cubic metres,6,Millions,,,4.54,,
ITA,Italy,PUB_DES,Water abstraction for public water supply. Desalinated water,2017,2017,M3,Cubic metres,6,Millions,,,4.5,,
ITA,Italy,PUB_DES,Water abstraction for public water supply. Desalinated water,2018,2018,M3,Cubic metres,6,Millions,,,4.23,,
ITA,Italy,PUB_DES,Water abstraction for public water supply. Desalinated water,2019,2019,M3,Cubic metres,6,Millions,,,4.45,,
ITA,Italy,PUB_DES,Water abstraction for public water supply. Desalinated water,2020,2020,M3,Cubic metres,6,Millions,,,5.19,,
JPN,Japan,NF_SER,Abstractions for services - non-freshwater,1995,1995,M3,Cubic metres,6,Millions,,,3.9,,
JPN,Japan,NF_SER,Abstractions for services - non-freshwater,2000,2000,M3,Cubic metres,6,Millions,,,5.3,,
JPN,Japan,NF_SER,Abstractions for services - non-freshwater,2005,2005,M3,Cubic metres,6,Millions,,,20.88,,
JPN,Japan,REUSE,Total abstractions of reused water,1985,1985,M3,Cubic metres,6,Millions,,,54,,
JPN,Japan,REUSE,Total abstractions of reused water,1990,1990,M3,Cubic metres,6,Millions,,,91,,
JPN,Japan,REUSE,Total abstractions of reused water,1995,1995,M3,Cubic metres,6,Millions,,,110,,
JPN,Japan,REUSE,Total abstractions of reused water,2000,2000,M3,Cubic metres,6,Millions,,,140,,
JPN,Japan,REUSE,Total abstractions of reused water,2005,2005,M3,Cubic metres,6,Millions,,,200,,
JPN,Japan,REUSE,Total abstractions of reused water,2010,2010,M3,Cubic metres,6,Millions,,,192,,
JPN,Japan,PUB,Public water supply,1980,1980,M3,Cubic metres,6,Millions,,,98829,,
JPN,Japan,PUB,Public water supply,1985,1985,M3,Cubic metres,6,Millions,,,101488,,
JPN,Japan,PUB,Public water supply,1990,1990,M3,Cubic metres,6,Millions,,,104664,,
JPN,Japan,PUB,Public water supply,1995,1995,M3,Cubic metres,6,Millions,,,105221,,
JPN,Japan,PUB,Public water supply,2000,2000,M3,Cubic metres,6,Millions,,,103344,,
JPN,Japan,PUB,Public water supply,2005,2005,M3,Cubic metres,6,Millions,,,99280,,
JPN,Japan,PUB,Public water supply,2010,2010,M3,Cubic metres,6,Millions,,,81467,,
JPN,Japan,PUB_AGR,"Public water supply for agriculture, forestry and fishing",1980,1980,M3,Cubic metres,6,Millions,,,58000,,
JPN,Japan,PUB_AGR,"Public water supply for agriculture, forestry and fishing",1985,1985,M3,Cubic metres,6,Millions,,,58500,,
JPN,Japan,PUB_AGR,"Public water supply for agriculture, forestry and fishing",1990,1990,M3,Cubic metres,6,Millions,,,58648,,
JPN,Japan,PUB_AGR,"Public water supply for agriculture, forestry and fishing",1995,1995,M3,Cubic metres,6,Millions,,,58534,,
JPN,Japan,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2000,2000,M3,Cubic metres,6,Millions,,,57240,,
JPN,Japan,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2005,2005,M3,Cubic metres,6,Millions,,,54950,,
JPN,Japan,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2010,2010,M3,Cubic metres,6,Millions,,,54375,,
JPN,Japan,PUB_IND,Public water supply for industrial activities,1980,1980,M3,Cubic metres,6,Millions,,,15155,,
JPN,Japan,PUB_IND,Public water supply for industrial activities,1985,1985,M3,Cubic metres,6,Millions,,,14428,,
JPN,Japan,PUB_IND,Public water supply for industrial activities,1990,1990,M3,Cubic metres,6,Millions,,,14501,,
JPN,Japan,PUB_IND,Public water supply for industrial activities,1995,1995,M3,Cubic metres,6,Millions,,,14009,,
JPN,Japan,PUB_IND,Public water supply for industrial activities,2000,2000,M3,Cubic metres,6,Millions,,,13359,,
JPN,Japan,PUB_IND,Public water supply for industrial activities,2005,2005,M3,Cubic metres,6,Millions,,,12624,,
JPN,Japan,PUB_IND,Public water supply for industrial activities,2010,2010,M3,Cubic metres,6,Millions,,,11664,,
JPN,Japan,PUB_SER,Public water supply for services,1980,1980,M3,Cubic metres,6,Millions,,,12837,,
JPN,Japan,PUB_SER,Public water supply for services,1985,1985,M3,Cubic metres,6,Millions,,,14280,,
JPN,Japan,PUB_SER,Public water supply for services,1990,1990,M3,Cubic metres,6,Millions,,,15757,,
JPN,Japan,PUB_SER,Public water supply for services,1995,1995,M3,Cubic metres,6,Millions,,,16339,,
JPN,Japan,PUB_SER,Public water supply for services,2000,2000,M3,Cubic metres,6,Millions,,,16373,,
JPN,Japan,PUB_SER,Public water supply for services,2005,2005,M3,Cubic metres,6,Millions,,,15853,,
LUX,Luxembourg,REUSE,Total abstractions of reused water,1990,1990,M3,Cubic metres,6,Millions,,,0,,
LUX,Luxembourg,REUSE,Total abstractions of reused water,1995,1995,M3,Cubic metres,6,Millions,,,0,,
LUX,Luxembourg,REUSE,Total abstractions of reused water,2000,2000,M3,Cubic metres,6,Millions,,,0,,
LUX,Luxembourg,REUSE,Total abstractions of reused water,2005,2005,M3,Cubic metres,6,Millions,,,0,,
LUX,Luxembourg,REUSE,Total abstractions of reused water,2010,2010,M3,Cubic metres,6,Millions,,,0,,
LUX,Luxembourg,REUSE_SER,Abstractions for services - reused water,1990,1990,M3,Cubic metres,6,Millions,,,0,,
LUX,Luxembourg,REUSE_SER,Abstractions for services - reused water,1995,1995,M3,Cubic metres,6,Millions,,,0,,
LUX,Luxembourg,REUSE_ELECCOOL,Abstractions for electricity production (cooling). Reused water,1990,1990,M3,Cubic metres,6,Millions,,,0,,
LUX,Luxembourg,REUSE_ELECCOOL,Abstractions for electricity production (cooling). Reused water,1995,1995,M3,Cubic metres,6,Millions,,,0,,
LUX,Luxembourg,REUSE_MANU,Abstractions for manufacturing. Reused water,1990,1990,M3,Cubic metres,6,Millions,,,0,,
LUX,Luxembourg,REUSE_MANU,Abstractions for manufacturing. Reused water,1995,1995,M3,Cubic metres,6,Millions,,,0,,
LUX,Luxembourg,REUSE_MANU,Abstractions for manufacturing. Reused water,2000,2000,M3,Cubic metres,6,Millions,,,0,,
LUX,Luxembourg,REUSE_MANU,Abstractions for manufacturing. Reused water,2005,2005,M3,Cubic metres,6,Millions,,,0,,
LUX,Luxembourg,REUSE_MANUCOOL,Abstractions for manufacturing cooling. Reused water,1990,1990,M3,Cubic metres,6,Millions,,,0,,
